0, 0.242084 
1, 2.092084 
10, 0.186282 
100, 1.829262 
101, 0.301267 
102, 0.388378 
103, 1.167629 
104, 0.848054 
105, 0.378296 
106, 1.185490 
107, 0.620382 
108, 1.143772 
109, 1.194909 
11, 1.533802 
110, 1.474331 
111, 0.880214 
112, 1.342366 
113, 1.081784 
114, 0.588959 
115, 0.852114 
116, 0.309947 
117, 0.495898 
118, 1.624917 
119, 2.404077 
12, 6.838174 
120, 2.808922 
121, 1.635513 
122, 0.610329 
123, 0.863041 
124, 0.500534 
125, 1.318881 
126, 0.770322 
127, 0.614243 
128, 0.920948 
129, 1.339005 
13, 4.322553 
130, 2.068118 
131, 0.630491 
132, 0.578584 
133, 2.664353 
134, 1.744708 
135, 7.328955 
136, 0.723654 
137, 0.656964 
138, 2.176917 
139, 2.459849 
14, 0.738071 
140, 1.376407 
141, 1.561955 
142, 0.355579 
143, 1.878212 
144, 1.550219 
145, 1.264568 
146, 0.685526 
147, 0.691739 
148, 1.763775 
149, 0.573378 
15, 0.928688 
150, 0.291385 
151, 0.818011 
152, 1.231475 
153, 2.325046 
154, 2.493820 
155, 0.425390 
156, 1.205320 
157, 1.730915 
158, 0.940934 
159, 0.820180 
16, 6.790860 
160, 1.234934 
161, 1.221791 
162, 0.354110 
163, 0.775643 
164, 1.531747 
165, 1.950558 
166, 2.324566 
167, 0.847524 
168, 0.714608 
169, 0.750108 
17, 9.620902 
170, 0.899441 
171, 0.363629 
172, 0.404559 
173, 1.255846 
174, 0.322835 
175, 0.722684 
176, 1.115186 
177, 1.013547 
178, 7.242692 
179, 1.229847 
18, 1.400381 
180, 1.733947 
181, 0.884867 
182, 2.091074 
183, 2.050376 
184, 1.292624 
185, 1.122676 
186, 2.223454 
187, 0.797095 
188, 1.045059 
189, 1.077219 
19, 4.148409 
190, 0.564230 
191, 2.649644 
192, 1.362058 
193, 0.939673 
194, 1.108020 
195, 1.180430 
196, 1.366322 
197, 0.322444 
198, 0.769818 
199, 0.853607 
2, 2.702185 
20, 1.994118 
200, 1.959541 
201, 0.822886 
202, 0.559621 
203, 1.283609 
204, 0.690328 
205, 1.389121 
206, 0.608005 
207, 0.350104 
208, 0.463592 
209, 1.793934 
21, 3.780945 
210, 6.862562 
211, 0.664984 
212, 1.755981 
213, 1.022545 
214, 0.976870 
215, 2.499776 
216, 0.813804 
217, 2.599143 
218, 1.304213 
219, 4.482981 
22, 5.796316 
220, 2.872441 
221, 2.079288 
222, 5.762994 
223, 3.826766 
224, 2.270136 
225, 6.615453 
226, 2.110298 
227, 1.631927 
228, 1.348098 
229, 4.334989 
23, 1.842429 
230, 0.636656 
231, 2.319485 
232, 4.308377 
233, 1.098971 
234, 2.599517 
235, 1.610475 
236, 3.013162 
237, 2.365024 
238, 1.678495 
239, 2.260172 
24, 2.900887 
240, 2.495950 
241, 1.369009 
242, 1.798018 
243, 0.759127 
244, 2.870899 
245, 0.423217 
246, 1.787524 
247, 3.145528 
248, 0.906780 
249, 1.023883 
25, 1.493470 
250, 1.890933 
251, 0.398885 
252, 2.060573 
253, 0.220631 
254, 2.364325 
255, 0.426197 
256, 0.865357 
257, 1.806981 
258, 1.306812 
259, 1.645000 
26, 2.842996 
260, 0.871577 
261, 0.514098 
262, 1.194897 
263, 0.395846 
264, 0.558513 
265, 0.452092 
266, 0.548682 
267, 1.023752 
268, 2.592975 
269, 0.829957 
27, 7.750391 
270, 2.016967 
271, 1.375745 
272, 6.351661 
273, 4.789949 
274, 1.613405 
275, 0.888730 
276, 1.779791 
277, 1.400407 
278, 1.837751 
279, 0.522803 
28, 2.796279 
280, 5.243418 
281, 3.836908 
282, 0.425231 
283, 0.379469 
284, 0.536286 
285, 0.513217 
286, 2.217400 
287, 0.949569 
288, 1.253439 
289, 0.464307 
29, 1.493804 
290, 0.843673 
291, 0.655636 
292, 1.905909 
293, 0.865342 
294, 0.466367 
295, 1.218634 
296, 0.438650 
297, 0.249040 
298, 0.478053 
299, 1.586832 
3, 0.654552 
30, 3.004057 
300, 0.579175 
301, 0.286434 
302, 0.372711 
303, 0.940803 
304, 0.534375 
305, 5.557382 
306, 0.814980 
307, 1.989985 
308, 1.395279 
309, 1.019245 
31, 1.640631 
310, 3.340306 
311, 0.971364 
312, 0.294852 
313, 1.045251 
314, 0.800440 
315, 0.362222 
316, 1.298926 
317, 0.882324 
318, 1.765658 
319, 1.482781 
32, 3.339608 
320, 0.585490 
321, 1.103641 
322, 0.780772 
323, 0.837632 
324, 0.623727 
325, 0.518931 
326, 0.353097 
327, 0.361301 
328, 0.723466 
329, 0.723466 
33, 0.597511 
330, 0.723466 
331, 0.220833 
332, 0.155152 
333, 0.721638 
334, 1.879611 
335, 1.450681 
336, 1.650752 
337, 0.557254 
338, 0.600055 
339, 0.576167 
34, 0.515916 
340, 0.894872 
341, 0.814117 
342, 5.307524 
343, 1.942186 
344, 0.776671 
345, 1.868756 
